,Date,Open,High,Low,Close,Adj Close,Volume,MA20,MA50,MA100,Previous close,Price Change,% Price Change,Previous volume,Volume Change,% Volume Change
0,2002-05-23,1.156428575515747,1.2428570985794067,1.145714282989502,1.1964285373687744,1.1964285373687744,104790000,,,,,,,,,
1,2002-05-24,1.2142857313156128,1.225000023841858,1.1971428394317627,1.2100000381469729,1.2100000381469729,11104800,,,,1.1964285373687744,0.013571500778198464,1.1343344256937726,104790000.0,-93685200.0,-89.40280561122245
2,2002-05-28,1.2135714292526243,1.2321428060531616,1.1571428775787354,1.1571428775787354,1.1571428775787354,6609400,,,,1.2100000381469729,-0.05285716056823753,-4.368360239821511,11104800.0,-4495400.0,-40.481593545133634
3,2002-05-29,1.164285659790039,1.164285659790039,1.085714340209961,1.1035714149475098,1.1035714149475098,6757800,,,,1.1571428775787354,-0.053571462631225586,-4.629632491306623,6609400.0,148400.0,2.245287015462827
4,2002-05-30,1.10785710811615,1.10785710811615,1.0714285373687744,1.0714285373687744,1.0714285373687744,10154200,,,,1.1035714149475098,-0.03214287757873535,-2.912623246975299,6757800.0,3396400.0,50.25896001657344
5,2002-05-31,1.0785714387893677,1.0785714387893677,1.0714285373687744,1.0764285326004028,1.0764285326004028,8464400,,,,1.0714285373687744,0.004999995231628418,0.4666662364535723,10154200.0,-1689800.0,-16.641389769750447
6,2002-06-03,1.0800000429153442,1.1492856740951538,1.0764285326004028,1.128571391105652,1.128571391105652,3151400,,,,1.0764285326004028,0.052142858505249245,4.844061349738116,8464400.0,-5313000.0,-62.76877274230897
7,2002-06-04,1.1357142925262451,1.1399999856948853,1.110714316368103,1.1178570985794067,1.1178570985794067,3105200,,,,1.128571391105652,-0.01071429252624534,-0.9493677237156106,3151400.0,-46200.0,-1.466015104398044
8,2002-06-05,1.110714316368103,1.1592856645584106,1.1071428060531616,1.1471428871154783,1.1471428871154783,1531600,,,,1.1178570985794067,0.029285788536071555,2.6198150526832498,3105200.0,-1573600.0,-50.67628494138864
9,2002-06-06,1.149999976158142,1.2321428060531616,1.1485713720321655,1.1821428537368774,1.1821428537368774,2305800,,,,1.1471428871154783,0.03499996662139915,3.051055541076275,1531600.0,774200.0,50.54844606946985
10,2002-06-07,1.1778571605682373,1.1778571605682373,1.1035714149475098,1.118571400642395,1.118571400642395,1369200,,,,1.1821428537368774,-0.06357145309448242,-5.377645594483472,2305800.0,-936600.0,-40.61930783242259
11,2002-06-10,1.1349999904632568,1.1749999523162842,1.1342856884002686,1.156428575515747,1.156428575515747,484400,,,,1.118571400642395,0.03785717487335205,3.3844218484050836,1369200.0,-884800.0,-64.62167689161554
12,2002-06-11,1.156428575515747,1.1885714530944824,1.128571391105652,1.1535714864730835,1.1535714864730835,1003800,,,,1.156428575515747,-0.0028570890426635742,-0.24706143579938944,484400.0,519400.0,107.22543352601157
13,2002-06-12,1.1535714864730835,1.1821428537368774,1.0892857313156128,1.0928571224212646,1.0928571224212646,1799000,,,,1.1535714864730835,-0.06071436405181885,-5.2631644214305435,1003800.0,795200.0,79.2189679218968
14,2002-06-13,1.104285717010498,1.1221429109573364,1.0800000429153442,1.0828571319580078,1.0828571319580078,2567600,,,,1.0928571224212646,-0.009999990463256836,-0.9150318242060362,1799000.0,768600.0,42.723735408560316
15,2002-06-14,1.0821428298950195,1.085714340209961,0.9800000190734864,0.9864285588264464,0.9864285588264464,4783800,,,,1.0828571319580078,-0.09642857313156139,-8.905013439510768,2567600.0,2216200.0,86.31406761177753
16,2002-06-17,1.0135713815689087,1.0592857599258425,0.9178571701049804,0.9221428632736206,0.9221428632736206,4855200,,,,0.9864285588264464,-0.06428569555282582,-6.517014838794455,4783800.0,71400.0,1.4925373134328401
17,2002-06-18,0.9385714530944824,0.939285695552826,0.8421428799629211,0.9107142686843872,0.9107142686843872,10808000,,,,0.9221428632736206,-0.011428594589233398,-1.2393518449691943,4855200.0,5952800.0,122.60668973471742
18,2002-06-19,0.9114285707473756,0.9964285492897034,0.8928571343421936,0.9514285922050476,0.9514285922050476,5482400,,,,0.9107142686843872,0.0407143235206604,4.470592470180157,10808000.0,-5325600.0,-49.27461139896373
19,2002-06-20,0.9714285731315612,1.0399999618530271,0.949999988079071,0.9571428298950196,0.9571428298950196,6111000,1.0861428499221801,,,0.9514285922050476,0.005714237689972035,0.6005955398847851,5482400.0,628600.0,11.46578140960164
